id,status_group,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,water_per_person,unknown_construction_yr,age_at_inspection
25662,functional needs repair,500.0,2013-01-18,Tcrs,1309,TCRS,30.4847826,-5.61377016,Headquarters,0,Lake Tanganyika,Headquarters,Rukwa,15,1,Mpanda,Mishamo,23.0,True,GeoData Consultants Ltd,VWC,Kashutakasimba,True,1980.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,21.73913043478261,False,33.0
19472,functional needs repair,0.0,2011-04-15,,0,,33.84285676,-8.76390784,Shule Ya Msingi Uhambure,0,Rufiji,Kibaoni,Mbeya,12,7,Mbarali,Igurusi,,True,GeoData Consultants Ltd,WUA,,True,,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,,True,
43347,functional needs repair,0.0,2011-07-06,Hewasa,0,DWE,31.53560563,-1.58477785,Kwa Mzee Fredinand,0,Lake Victoria,Rugando,Kagera,18,2,Bukoba Rural,Rubale,,True,GeoData Consultants Ltd,VWC,OLD RUBALE WATER SUPPLY SCHEME,True,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,,True,
55620,functional needs repair,0.0,2013-01-19,Dwsp,0,DWE,0.0,-2e-08,Ipejanota,0,Lake Victoria,Mwabasabi B,Shinyanga,17,1,Bariadi,Sapiwi,,True,GeoData Consultants Ltd,WUG,,False,,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
34940,functional needs repair,0.0,2011-07-19,Hesawa,0,DWE,31.45906654,-2.83707276,Shuleni,0,Lake Tanganyika,Nyabusozi,Kagera,18,4,Biharamulo,Nyabusozi,,True,GeoData Consultants Ltd,VWC,,True,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,,True,
6782,functional needs repair,0.0,2013-02-14,Norad/ Kidep,1312,DWE,30.83743488,-3.63757558,Kwa Kitwe,0,Lake Tanganyika,Ibohelo,Kigoma,16,1,Kibondo,Murungu,350.0,True,GeoData Consultants Ltd,VWC,,False,1993.0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.0,False,20.0
73898,functional needs repair,0.0,2011-07-07,Government Of Tanzania,0,DWE,31.51305749,-1.56523523,Kwa Paulo,0,Lake Victoria,Kabirizi Mashariki,Kagera,18,2,Bukoba Rural,Rubale,,True,GeoData Consultants Ltd,VWC,,True,,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
58059,functional needs repair,50.0,2013-02-13,Government Of Tanzania,1505,Government,36.56763396,-5.31077724,Vumilia,0,Internal,Vumilia,Manyara,21,5,Kiteto,Bwagamoyo,253.0,False,GeoData Consultants Ltd,Water Board,KIUWASSA,False,1997.0,submersible,submersible,submersible,water board,user-group,pay per bucket,per bucket,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.1976284584980237,False,16.0
19956,functional needs repair,200.0,2012-10-22,Hesawa,1499,Hesawa,34.69070946,-1.67600417,Monanka,0,Lake Victoria,Kichongo,Mara,20,2,Serengeti,Machochwe,300.0,True,GeoData Consultants Ltd,WUG,,Unknown,1994.0,other - swn 81,other handpump,handpump,wug,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0.6666666666666666,False,18.0
47828,functional needs repair,0.0,2013-01-23,Missionaries,1616,Community,29.75737602,-4.6214571,Nyalubimbi,0,Lake Tanganyika,Lamvyia,Kigoma,16,3,Kigoma Rural,Kalinzi,200.0,True,GeoData Consultants Ltd,VWC,,True,2009.0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,0.0,False,4.0
6551,functional needs repair,0.0,2013-02-21,Rwssp,0,DWE,0.0,-2e-08,Milambo,0,Lake Victoria,Bubale,Shinyanga,17,1,Bariadi,Bumera,,True,GeoData Consultants Ltd,WUG,,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
6527,functional needs repair,3000.0,2013-01-28,Norad,1018,NORAD,29.92610549,-4.80807311,Msikitini,0,Lake Tanganyika,Kati,Kigoma,16,2,Kigoma Rural,Mahembe,120.0,True,GeoData Consultants Ltd,Water authority,Kizingu,True,1984.0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,25.0,False,29.0
58178,functional needs repair,500.0,2013-03-27,Cipro,672,CIPRO,37.88029328,-4.45419502,Kwa Habibu,0,Pangani,Saweni,Kilimanjaro,3,3,Same,Hedaru,80.0,True,GeoData Consultants Ltd,Water authority,Heivu water supply,True,2010.0,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,6.25,False,3.0
3295,functional needs repair,5000.0,2011-03-24,Adb,1668,DWE,34.52817042,-9.13463392,Kwa Lyson Madano,0,Rufiji,Tengelimembe,Iringa,11,4,Njombe,Imalinyi,55.0,True,GeoData Consultants Ltd,WUA,imalinyi supply scheme,True,2009.0,gravity,gravity,gravity,wua,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,90.9090909090909,False,2.0
3207,functional needs repair,500.0,2013-05-02,Government Of Tanzania,1408,Government,34.97503911,-10.98627335,Ofisi Ya Kijiji,16,Ruvuma / Southern Coast,Mhekela Kati,Ruvuma,10,3,Mbinga,Kilimani,50.0,True,GeoData Consultants Ltd,WUG,Government,True,2007.0,gravity,gravity,gravity,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,10.0,False,6.0
30438,functional needs repair,1000.0,2013-02-28,Danida,892,DANIDA,35.99585058,-10.7280679,Kwa Mzee Mbuzi,0,Ruvuma / Southern Coast,Pachatatu,Ruvuma,10,5,Namtumbo,Mkongo,360.0,True,GeoData Consultants Ltd,WUG,,False,1998.0,swn 80,swn 80,handpump,wug,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,2.7777777777777777,False,15.0
2830,functional needs repair,0.0,2013-01-16,Lips,161,District Council,39.42656677,-10.04090668,Chuoni 2,0,Ruvuma / Southern Coast,Chilala,Lindi,80,23,Lindi Rural,Chiponda,1.0,True,GeoData Consultants Ltd,VWC,LIPS Water Scheme,False,2004.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.0,False,9.0
18086,functional needs repair,600.0,2013-01-27,Isf,815,DWE,29.74541924,-4.88528654,Amani,0,Lake Tanganyika,Matiazo C,Kigoma,16,3,Kigoma Rural,Simbo,120.0,True,GeoData Consultants Ltd,WUG,Mkongoro Two,True,2009.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,5.0,False,4.0
67628,functional needs repair,100.0,2011-03-22,Franc,469,Mviwa,37.75899089,-6.92445229,Msikitini,0,Wami / Ruvu,Kisambwa,Morogoro,5,2,Morogoro Rural,Kinole,100.0,True,GeoData Consultants Ltd,VWC,Kino,True,2004.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,1.0,False,7.0
11338,functional needs repair,0.0,2013-01-25,Hesawa,1495,Hesawa,34.38638279,-1.82188821,Rina,0,Lake Victoria,Nyakirurumo,Mara,20,2,Serengeti,Nyamatare,2200.0,True,GeoData Consultants Ltd,WUG,,Unknown,1998.0,other - rope pump,rope pump,rope pump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0.0,False,15.0
9846,functional needs repair,0.0,2012-10-30,,0,,0.0,-2e-08,none,0,Lake Victoria,Mwa,Shinyanga,17,1,Bariadi,Bumera,,Unknown,GeoData Consultants Ltd,Unknown,,False,,nira/tanira,nira/tanira,handpump,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
64927,functional needs repair,0.0,2013-02-17,Nsc,1302,NSC,34.54655833,-4.35457336,Maendelo Tank 2,0,Internal,Mkusi,Singida,13,1,Iramba,Msingi,145.0,True,GeoData Consultants Ltd,Parastatal,,True,2006.0,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,0.0,False,7.0
66718,functional needs repair,0.0,2011-04-17,Water,0,DWE,35.91519012,-4.71663727,Shule Ya Msingi Pahi,0,Internal,Pahi Mashariki,Dodoma,1,1,Kondoa,Pahi,,True,GeoData Consultants Ltd,VWC,Pahi,False,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,,True,
46852,functional needs repair,2000.0,2011-03-16,Wanan,1156,wanan,35.08458977,-9.8772999,none,0,Lake Nyasa,Mjimwema,Iringa,11,5,Ludewa,Mavanga,58.0,True,GeoData Consultants Ltd,VWC,Roman,False,2011.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,34.48275862068966,False,0.0
40752,functional needs repair,0.0,2011-03-31,Government Of Tanzania,0,Government,33.28912364,-8.70489662,Ngasi,0,Lake Rukwa,Sawa,Mbeya,12,1,Chunya,Ifumbo,,True,GeoData Consultants Ltd,VWC,,True,,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,,True,
73594,functional needs repair,0.0,2013-02-28,Undp,1346,WEDECO,37.63624151,-3.0725781000000003,Shuleni,0,Pangani,Mokoro,Kilimanjaro,3,1,Rombo,Kitirima Kingachi,1.0,True,GeoData Consultants Ltd,Parastatal,,True,2002.0,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,0.0,False,11.0
37791,functional needs repair,0.0,2011-08-23,Hesawa,0,DWE,33.7082843,-2.74635606,none,0,Lake Victoria,Madukani,Mwanza,19,2,Magu,Nkungulu,,True,GeoData Consultants Ltd,Unknown,,True,,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
16271,functional needs repair,0.0,2011-07-20,Kkkt,0,KKKT,32.84714103,-9.010619300000002,Onia,0,Lake Rukwa,Igombezi,Mbeya,12,6,Mbozi,Msia,,True,GeoData Consultants Ltd,VWC,,False,,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
61482,functional needs repair,3000.0,2011-02-03,World Bank,398,Ja,37.33214459,-6.74874712,Mtugo,0,Wami / Ruvu,Ngoisani,Morogoro,5,1,Kilosa,Chanzuru,250.0,True,GeoData Consultants Ltd,VWC,Tw,True,2003.0,submersible,submersible,submersible,wug,user-group,pay monthly,monthly,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,12.0,False,8.0
47198,functional needs repair,0.0,2013-01-18,Nsc,1480,DWE,34.6363341,-4.20679465,Ikungu Primary Tank,0,Internal,Ikungu,Singida,13,1,Iramba,Gumanga,598.0,True,GeoData Consultants Ltd,Parastatal,,True,2007.0,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,0.0,False,6.0
9780,functional needs repair,0.0,2011-03-30,,0,,34.78957332,-8.21729593,Kwa Njiwa,0,Rufiji,Majengo A,Mbeya,12,7,Mbarali,Madibira,,True,GeoData Consultants Ltd,WUA,,True,,gravity,gravity,gravity,wua,user-group,never pay,never pay,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,,True,
36092,functional needs repair,500.0,2011-10-04,Unicef,1510,DWE,34.58376081,-8.98637288,Kwafredrick Chaula,0,Rufiji,Mgeduli,Iringa,11,4,Njombe,Usuka,90.0,True,GeoData Consultants Ltd,WUA,wanging'ombe water supply s,True,1978.0,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,5.555555555555555,False,33.0
5049,functional needs repair,200.0,2013-02-16,Norad,1456,NORAD,29.97330036,-4.483061,Kwa Magage,0,Lake Tanganyika,Kumsenga,Kigoma,16,2,Kasulu,Muhunga,520.0,True,GeoData Consultants Ltd,Water authority,Mufisi,True,1988.0,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,0.38461538461538464,False,25.0
4540,functional needs repair,0.0,2011-08-18,Kkkt,0,KKKT,32.82958444,-9.26284824,Mchokozi,0,Lake Rukwa,Kokoto,Mbeya,12,6,Mbozi,Chiwezi,,False,GeoData Consultants Ltd,VWC,,False,,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
39708,functional needs repair,1000.0,2013-03-14,Villagers,1242,Villagers,37.92012785,-4.1512035,Kwa Humfrey,0,Pangani,Kitala,Kilimanjaro,3,3,Same,Mshewa,25.0,True,GeoData Consultants Ltd,Water authority,Tutu,True,2012.0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,40.0,False,1.0
55841,functional needs repair,9000.0,2013-04-03,District Council,469,District Council,38.10499725,-4.49381028,Mferejini,0,Pangani,Mabambara,Kilimanjaro,3,3,Same,Ndungu,250.0,True,GeoData Consultants Ltd,Water authority,,Unknown,2010.0,nira/tanira,nira/tanira,handpump,vwc,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,36.0,False,3.0
70740,functional needs repair,0.0,2013-02-10,Norad,937,DWE,29.64474058,-4.78759895,Kwa Barraki,0,Lake Tanganyika,Buzugu,Kigoma,16,3,Kigoma Rural,Kagongo,450.0,True,GeoData Consultants Ltd,VWC,Kagongo water project,True,1992.0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe,0.0,False,21.0
1715,functional needs repair,0.0,2013-02-03,Government Of Tanzania,1249,Government,34.86436724,-10.73314278,Kwa Mzee Upepo,0,Lake Nyasa,Kiyaha Pachani,Ruvuma,10,3,Mbinga,Matiri,60.0,Unknown,GeoData Consultants Ltd,VWC,Government,True,2008.0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.0,False,5.0
25963,functional needs repair,0.0,2013-02-07,Finida German Tanzania Govt,338,Finwater,39.28076647,-10.67016643,Kwa Yazidu,0,Ruvuma / Southern Coast,Beach,Mtwara,90,33,Newala,Maputi,300.0,True,GeoData Consultants Ltd,VWC,Mitema,False,1990.0,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,0.0,False,23.0
11607,functional needs repair,0.0,2013-01-31,Wvt,0,WVT,0.0,-2e-08,Upendo,0,Lake Victoria,Idubilo,Shinyanga,17,1,Bariadi,Chinamili,,True,GeoData Consultants Ltd,WUG,,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
19857,functional needs repair,0.0,2013-02-20,Dwssp,0,DWE,0.0,-2e-08,Muungano,0,Lake Victoria,Mahaha,Shinyanga,17,1,Bariadi,Bumera,,True,GeoData Consultants Ltd,WUG,,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
3831,functional needs repair,0.0,2012-10-29,World Vision,0,World vision,31.95504249,-3.31431343,Iyogelo,0,Lake Tanganyika,Bunzuta,Shinyanga,17,5,Bukombe,Ikunguigazi,,Unknown,GeoData Consultants Ltd,WUG,,True,,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
39635,functional needs repair,0.0,2011-04-03,Government Of Tanzania,0,Government,32.90680228,-8.35037253,Mzee Forodha,0,Lake Rukwa,Mbangala A,Mbeya,12,1,Chunya,Mbangala,,True,GeoData Consultants Ltd,VWC,,True,,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,,True,
27423,functional needs repair,0.0,2013-01-29,Wvt,0,WVT,0.0,-2e-08,Serengeti,0,Lake Victoria,Mwamhango,Shinyanga,17,1,Bariadi,Lagangabilili,,False,GeoData Consultants Ltd,WUG,,False,,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
43311,functional needs repair,1500.0,2013-03-25,Villagers,1617,Villagers,37.89516671,-4.34990801,Kwa Janson,0,Pangani,Gombelesa,Kilimanjaro,3,3,Same,Suji,140.0,True,GeoData Consultants Ltd,Water authority,Hempanga water supply,True,2008.0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,10.714285714285714,False,5.0
31038,functional needs repair,500.0,2013-02-03,Danida,432,DANIDA,37.45395004,-11.21803629,Kwa Lizu,0,Ruvuma / Southern Coast,Tegemeo,Ruvuma,10,1,Tunduru,Namasakata,1.0,True,GeoData Consultants Ltd,VWC,Amani Water Supply,False,1986.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,500.0,False,27.0
28645,functional needs repair,0.0,2011-04-08,Kkkt,0,DWE,33.10320023,-8.96627835,Shida Mwamesi,0,Lake Rukwa,Lumbila Kati,Mbeya,12,6,Mbozi,Ruanda,,True,GeoData Consultants Ltd,VWC,,True,,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,,True,
22030,functional needs repair,0.0,2011-03-31,Government Of Tanzania,0,Government,33.28465924,-8.69935871,Luckyson Ngazi,0,Lake Rukwa,Mbuyuni,Mbeya,12,1,Chunya,Ifumbo,,True,GeoData Consultants Ltd,VWC,,True,,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,,True,
49330,functional needs repair,0.0,2013-02-15,Lwi,1351,LWI,34.13377061,-2.87668007,Nyamikoma,0,Lake Victoria,Langula,Shinyanga,17,1,Bariadi,Lagangabilili,500.0,False,GeoData Consultants Ltd,WUG,,False,2006.0,india mark ii,india mark ii,handpump,wug,user-group,other,other,salty abandoned,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,0.0,False,7.0
62461,functional needs repair,0.0,2011-07-19,,0,,33.79186227,-9.14799813,Ofisi Ya Kata,0,Lake Nyasa,Sokoni,Mbeya,12,4,Rungwe,Kandete,,True,GeoData Consultants Ltd,VWC,K,Unknown,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,,True,
9947,functional needs repair,100.0,2013-03-13,,1424,,36.68650292,-3.35900321,Kwa Moller,0,Pangani,Kaloleni Mita 200,Arusha,2,3,Urban,Kaloleni,1.0,False,GeoData Consultants Ltd,Water Board,A,Unknown,2000.0,submersible,submersible,submersible,water board,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,100.0,False,13.0
28272,functional needs repair,0.0,2011-04-06,Cmcr,0,Commu,35.97223854,-5.93749938,Kituo Cha Afya,0,Wami / Ruvu,Chiloloma,Dodoma,1,5,Dodoma Urban,Hombolo,,True,GeoData Consultants Ltd,VWC,Homb,False,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,,True,
17519,functional needs repair,0.0,2011-07-29,Hesawa,0,HESAWA,30.5822154,-2.43964086,Mayuri,0,Lake Victoria,Chivu A,Kagera,18,30,Ngara,Ntobeye,,True,GeoData Consultants Ltd,VWC,,False,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other,,True,
64704,functional needs repair,0.0,2013-03-13,Government Of Tanzania,1319,RWE,36.77321038,-3.36878781,Kimati,0,Pangani,Nguruma Kati,Arusha,2,7,Meru,Akheri,96.0,True,GeoData Consultants Ltd,VWC,Nguruma gravity water supply,True,1982.0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,0.0,False,31.0
52780,functional needs repair,0.0,2013-04-04,Government Of Tanzania,1537,RWE,37.2896865,-3.20573729,Kwa Stanslaus Malya,0,Pangani,Sisa,Kilimanjaro,3,4,Moshi Rural,Okoani Kibosho,60.0,False,GeoData Consultants Ltd,VWC,Otaruni water supply,True,1976.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other,0.0,False,37.0
47650,functional needs repair,25.0,2013-04-04,Government Of Tanzania,856,Government,37.70423874,-4.07423952,Mighareni,0,Pangani,Kiwanja,Kilimanjaro,3,3,Same,Same Urban,420.0,True,GeoData Consultants Ltd,Water authority,SAUWASA water supply,True,1983.0,submersible,submersible,submersible,water authority,commercial,pay per bucket,per bucket,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.05952380952380952,False,30.0
58227,functional needs repair,0.0,2011-04-03,Government Of Tanzania,0,Government,32.90955935,-8.35199976,Zahanati,0,Lake Rukwa,Mbangala A,Mbeya,12,1,Chunya,Mbangala,,True,GeoData Consultants Ltd,VWC,,True,,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,,True,
15021,functional needs repair,0.0,2011-07-14,Hesawa,0,DWE,31.06658549,-3.1524752,Kwa Makele,0,Lake Tanganyika,Luchindu,Kagera,18,4,Biharamulo,Kalenge,,True,GeoData Consultants Ltd,VWC,Kalenge Water Supply,True,,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,,True,
21629,functional needs repair,0.0,2011-04-09,Anglican Church,0,Angli,35.96083502,-6.12658288,Kanisa La Majengo,0,Wami / Ruvu,Lupilo,Dodoma,1,5,Dodoma Urban,Mtumba,,True,GeoData Consultants Ltd,Other,Mtum,False,,submersible,submersible,submersible,other,other,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,,True,
13533,functional needs repair,0.0,2013-01-29,Dwsp,0,DWE,0.0,-2e-08,Ihabipya,0,Lake Victoria,Mwasubuya,Shinyanga,17,1,Bariadi,Lugulu,,True,GeoData Consultants Ltd,WUG,,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
62168,functional needs repair,1200.0,2013-02-13,Mission,935,DWE,35.71519617,-10.76288413,Kwa Kaimu,0,Ruvuma / Southern Coast,Mpingi A,Ruvuma,10,2,Songea Rural,Matimira,300.0,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa matimila,True,2000.0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,4.0,False,13.0
37462,functional needs repair,0.0,2013-02-02,Lifetime,29,Artisan,39.17450957,-8.52879958,Kwanamandwanga,0,Ruvuma / Southern Coast,Plot,Lindi,80,13,Kilwa,Mingumbi,256.0,True,GeoData Consultants Ltd,Unknown,,True,2007.0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,0.0,False,6.0
5364,functional needs repair,0.0,2011-03-10,Unicef,351,DWE,36.68597224,-8.4331672,Tank La Shuleni,0,Rufiji,Mahongole,Morogoro,5,4,Ulanga,Kichangani,679.0,False,GeoData Consultants Ltd,Unknown,,True,1989.0,gravity,gravity,gravity,other,other,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,0.0,False,22.0
15210,functional needs repair,0.0,2011-04-10,,0,,34.02156442,-8.85192244,Kwa Mzee Joseph Mbilo,0,Rufiji,Danida,Mbeya,12,7,Mbarali,Chimala,,True,GeoData Consultants Ltd,VWC,,True,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,,True,
38911,functional needs repair,200.0,2013-03-22,Kkkt Church,673,KKKT CHURCH,37.91223189,-4.49614641,Kwa Jonathan,0,Pangani,Mbuyuni B,Kilimanjaro,3,3,Same,Hedaru,98.0,True,GeoData Consultants Ltd,Water authority,Hedaru kati water supply,True,2010.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,2.0408163265306123,False,3.0
51735,functional needs repair,0.0,2013-01-31,Lga,434,LGA,39.1446425,-10.83226213,Lutamba,0,Ruvuma / Southern Coast,Lutamba,Mtwara,90,33,Masasi,Lulindi,260.0,True,GeoData Consultants Ltd,VWC,,True,2011.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other,0.0,False,2.0
41834,functional needs repair,0.0,2013-03-04,Government Of Tanzania,1350,RWE,37.31466739,-3.23213925,Kwa Emanuel Michael,0,Pangani,Maua Kati,Kilimanjaro,3,4,Moshi Rural,Kibosho Kati,25.0,False,GeoData Consultants Ltd,VWC,Otaruni water supply,True,1976.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other,0.0,False,37.0
49505,functional needs repair,0.0,2012-10-25,Government Of Tanzania,0,DWE,0.0,-2e-08,none,0,Lake Victoria,Igoma,Mwanza,19,2,Magu,Shigala,,True,GeoData Consultants Ltd,Unknown,,True,,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
